date,matchNum,league,home,away,time,SPF_win,SPF_draw,SPF_lose,RQSPF_hcp,RQSPF_win,RQSPF_draw,RQSPF_lose
2026-04-20,,阿甲,巴拉卡斯中央,贝尔格拉诺,02:00,3.55,2.83,2.23,0,4.01,2.76,2.56
2026-04-20,,西乙,拉科鲁尼亚,米兰德斯,02:30,1.47,4.40,5.70,-1,2.49,3.71,3.03
2026-04-20,周一001,意甲,莱切,佛罗伦萨,02:45,3.80,3.30,2.11,0,4.24,3.25,2.18
2026-04-20,周一002,法乙,敦刻尔克,拉瓦勒,02:45,2.11,3.35,3.05,0,2.43,3.14,3.69
2026-04-20,周一003,英超,水晶宫,西汉姆联,03:00,2.68,3.30,2.72,0,3.00,3.56,2.58
2026-04-20,周一004,葡超,莫雷拉人,埃斯托里尔,03:15,2.66,3.30,2.49,0,3.95,3.29,2.25
2026-04-20,,阿甲,科尔多瓦中央,普拉滕斯,04:15,3.55,2.70,2.33,0,3.53,2.78,2.79
2026-04-20,,阿甲,班菲尔德,门多萨独立,04:15,2.47,2.92,3.00,0,3.22,3.40,2.52
2026-04-20,,阿甲,圣洛伦索,萨斯菲尔德,06:30,2.89,2.86,2.60,0,3.64,2.85,2.66
2026-04-20,,智利甲,天主大学,拉卡莱拉联,08:30,1.43,4.55,6.20,-1,2.18,3.96,3.44
2026-04-20,,阿甲,门多萨体操击剑,拉努斯,08:45,2.99,2.66,2.71,0,4.74,3.26,2.07
2026-04-20,,阿甲,堤格雷,飓风队,08:45,2.57,2.66,3.20,0,2.54,3.16,3.44
2026-04-21,,韩K联,FC首尔,富川FC,18:30,1.56,3.75,5.80,-1,2.81,3.19,3.02
2026-04-21,周二001,韩K联,全北现代,仁川联,18:30,1.73,3.60,4.55,0,1.84,3.31,6.43
2026-04-21,周二002,韩K联,金泉尚武,江原FC,18:30,3.05,3.10,2.33,0,2.98,3.30,2.76
2026-04-21,,捷克杯,亚布洛内茨,博莱斯拉夫,23:00,1.94,3.35,3.45,0,2.15,3.33,4.23
2026-04-21,,芬甲,哈卡,查普斯,23:30,1.65,3.80,4.35,-1,3.22,3.86,2.31
2026-04-21,,丹麦甲,霍森斯,埃斯比约,00:00,2.49,3.45,2.58,0,2.36,3.71,3.23
2026-04-21,周二003,亚精英赛,町田泽维亚,迪拜青年国民,00:15,2.51,2.99,2.87,0,2.41,2.92,4.10
2026-04-21,,奥甲,阿尔塔奇,WSG蒂罗尔,00:30,2.26,3.15,3.10,0,2.10,3.51,4.14
2026-04-21,,奥甲,BW林茨,沃尔夫斯贝格,00:30,2.03,3.40,3.40,0,1.98,4.38,3.72
2026-04-21,,罗杯,阿格斯,克卢日大学,00:30,3.00,2.76,2.47,0,4.90,3.20,2.06
2026-04-21,周二005,西甲,毕尔巴鄂,奥萨苏纳,01:00,1.90,3.60,4.20,0,1.80,3.80,5.49
2026-04-21,周二004,西甲,马洛卡,巴伦西亚,01:00,2.75,3.20,2.75,0,2.61,3.01,3.48
2026-04-21,,瑞典超甲,奥雷布洛,北雪平,01:00,3.40,3.65,1.95,0,4.83,4.12,1.81
2026-04-21,,丹麦甲,哈维德夫,科灵,01:00,1.96,3.50,3.55,0,2.01,3.33,4.92
2026-04-21,,丹麦甲,希勒罗德,林比,02:00,2.90,3.45,2.25,0,3.69,3.84,2.13
2026-04-22,周三001,日职联,大阪钢巴,福冈黄蜂,18:00,1.91,3.50,4.15,-1,4.12,3.26,2.21
2026-04-22,,韩K联,安养FC,蔚山HD,18:30,2.58,3.20,2.64,0,3.87,3.54,2.17
2026-04-22,周三002,韩K联,浦项铁人,光州FC,18:30,1.54,3.60,6.40,-1,3.15,3.11,2.76
2026-04-22,,韩K联,大田市民,济州SK FC,18:30,1.70,3.55,4.75,-1,4.23,3.32,2.15
2026-04-22,,希腊超,潘塞莱科斯,阿特罗米托斯,21:00,3.30,2.90,2.21,0,3.57,2.65,2.91
2026-04-22,,希腊超,拉里萨,基菲萨,22:00,2.53,3.25,2.53,0,2.69,2.80,3.66
2026-04-22,周三003,芬超,古比斯,奥卢,23:00,1.86,3.65,3.70,-1,4.22,4.00,1.94
2026-04-23,,冰岛超,IBV韦斯特曼纳,雷克雅未克,21:00,3.95,4.50,1.60,0,4.19,4.86,1.79
2026-04-23,,丹麦超,北西兰,奥胡斯,00:00,2.75,3.80,2.21,0,2.84,3.87,2.56
2026-04-23,,丹麦超,兰讷斯,弗雷德里西亚,00:00,1.96,3.65,3.35,-1,4.19,3.83,1.99
2026-04-23,周四002,荷甲,前进之鹰,阿尔克马尔,00:45,2.17,4.00,2.94,0,2.86,4.19,2.42
2026-04-23,周四003,西甲,莱万特,塞维利亚,01:00,2.47,3.25,3.05,0,2.98,2.94,3.07
2026-04-23,,瑞典超,代格福什,索尔纳,01:00,2.82,3.15,2.46,0,4.05,3.49,2.14
2026-04-23,,瑞典超,哥德堡盖斯,米亚尔比,01:00,2.42,3.30,2.75,0,4.06,3.91,2.00
2026-04-23,,瑞典超,卡尔马,哥德堡,01:00,2.40,3.40,2.74,0,2.60,3.58,2.97
2026-04-23,周四004,瑞典超,马尔默,天狼星,01:00,2.36,3.35,2.72,0,2.53,3.81,2.91
2026-04-23,,丹麦甲,奥尔堡,B93哥本哈根,01:00,1.74,4.05,3.90,-1,2.77,4.23,2.48
2026-04-23,,罗杯,布加勒斯特迪纳摩,克拉约瓦大学,01:30,2.53,2.98,2.71,0,3.67,3.05,2.49
2026-04-23,周四005,西甲,巴列卡诺,西班牙人,02:00,2.17,3.35,3.55,0,2.42,3.04,3.86
2026-04-23,周四006,葡超,卡萨比亚,布拉加,02:00,5.50,3.60,1.60,1,2.33,3.45,3.55
2026-04-23,,丹麦超,桑德捷斯基,中日德兰,02:00,5.00,4.70,1.50,1,3.31,3.85,2.27
2026-04-23,,比乙,艾斯登,比肖特VA,02:30,3.50,3.30,1.89,0,4.45,4.02,1.89
2026-04-23,,比乙,洛默尔,RFC列日,02:30,1.78,3.60,3.60,-1,3.91,3.78,2.08
2026-04-23,周四007,德国杯,斯图加特,弗赖堡,02:45,1.64,4.45,4.80,-1,3.30,3.79,2.30
2026-04-23,,比甲,圣图尔登,安德莱赫特,02:45,1.93,3.60,3.55,0,2.49,4.04,2.83
2026-04-24,周五001,澳超,麦克阿瑟FC,惠灵顿凤凰,17:35,2.47,3.85,2.60,0,2.76,3.66,2.73
2026-04-24,,日职联,FC东京,水户蜀葵,18:00,1.65,3.65,5.80,-1,3.07,3.36,2.65
2026-04-24,周五002,日职联,柏太阳神,鹿岛鹿角,18:00,2.72,3.25,2.65,0,3.31,3.29,2.53
2026-04-24,,罗甲,赫曼施塔特,FK米耶尔库雷亚丘克,22:30,1.70,3.60,4.25,-1,3.94,3.66,2.11
2026-04-24,周五003,芬超,TPS图尔库,格尼斯坦,23:00,2.29,3.35,2.88,0,2.09,4.16,3.53
2026-04-24,,芬超,VPS瓦萨,埃尔维斯,23:00,3.15,3.55,2.08,0,3.98,4.04,1.99
